序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week
31,美國,霹靂嬌娃,2019/12/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,91,"10,780",-48.13%,"2,486,171","121,868","27,872,354",20200113
32,美國,倒數計死,2019/12/27,采昌國際多媒體股份有限公司,"STX Productions, LLC",61,"10,342",-28.11%,"2,345,593","67,425","15,432,035",20200113
33,法國,潛艦追緝,2019/12/27,鴻聯國際開發股份有限公司,PATHE FILMS S.A.S,16,549,-59.06%,"123,866","9,458","2,078,352",20200113
34,中華民國,大約在冬季,2019/12/27,台北双喜電影發行股份有限公司,北京恐龍影業有限公司##浙江橫店影業有限公司##天津貓眼微影文化傳媒有限公司##耀萊影視文化傳媒有限公司##江蘇雪漫舍影業有限公司##騰訊影業文化傳播有限公司##峨眉電影集團有限公司##北京星光耀萊文化傳媒有限公司##東方晨翔文化投資（武漢）有限公司##長春思婉影視文化有限公司##香港騰訊影業有限公司##上海貓眼影業有限公司##墨客行影業（北京）有限公司,8,247,-48.54%,"53,075","6,650","1,562,434",20200113
35,日本,時光沙漏,2019/12/27,提恩傳媒實業有限公司,PONY CANYON INC.,6,202,-39.88%,"48,834","2,415","586,959",20200113
36,巴西,竊竊屍語,2019/12/27,暗光鳥有限公司,STRAY DOGS,1,20,-81.65%,"4,180",614,"134,216",20200113
37,俄羅斯,舞力決戰,2019/12/27,原創娛樂股份有限公司,Disenire Ltd.,2,11,-90.27%,"2,185","1,327","304,442",20200113
38,南韓,白頭山：半島浩劫,2019/12/24,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",71,"60,109",-27.60%,"14,030,416","452,331","104,837,003",20200113
39,美國,CATS 貓,2019/12/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,63,"1,149",-73.08%,"275,354","50,154","11,685,381",20200113
40,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,10,"1,791",-15.08%,"397,452","12,275","2,709,726",20200113
41,香港,葉問4：完結篇,2019/12/19,華映娛樂股份有限公司,東方影業出品有限公司,96,"37,108",-41.25%,"8,580,128","781,040","179,097,641",20200113
42,美國,STAR WARS : 天行者的崛起,2019/12/18,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",91,"7,930",-50.31%,"1,988,292","321,575","81,469,149",20200113
43,中華民國,黑熊來了,2019/12/13,牽猴子整合行銷股份有限公司,大麥影像傳播工作室,32,"5,068",7.01%,"1,135,968","48,790","11,139,116",20200113
44,美國,熱氣球飛行家,2019/12/13,車庫娛樂股份有限公司,AMAZON CONTENT SERVICES LLC,2,166,654.55%,"36,435","11,130","2,478,165",20200113
45,中華民國,為你存在的每一天,2019/12/13,星泰國際娛樂股份有限公司,瑞陞傳播有限公司##星映電影有限公司,1,112,"1,766.67%","26,880","8,506","1,855,133",20200113
46,日本,假面騎士ZI-O Over Quartzer/快盜戰隊魯邦連者VS警察戰隊巡邏連者 en film,2019/12/13,木棉花國際股份有限公司,"TOEI COMPANY, LTD.",2,34,-41.38%,"7,760","6,738","1,615,475",20200113
47,法國,巴黎小情聖,2019/12/13,鴻聯國際開發股份有限公司,Gaumont,1,30,0.00%,"4,800",940,"195,800",20200113
48,美國,大說謊家,2019/12/13,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,12,-88.46%,"2,715","34,934","7,976,480",20200113
49,中華民國,祭旗,2019/12/13,春暉映像有限公司,壹捌玖伍電影有限公司,2,7,-95.04%,"1,595","3,384","752,097",20200113
50,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",1,6,-79.31%,"1,215","4,507","1,069,758",20200113
51,英國,給我一個參選的理由,2019/12/11,威秀影城股份有限公司,The Royal National Theatre,1,60,0.00%,"39,420",233,"149,080",20200113
52,英國,茱蒂,2019/12/10,采昌國際多媒體股份有限公司,"PATHE FUND LIMITED, acting through its division PATHE INTERNATIONAL",8,701,-29.76%,"149,444","10,307","2,267,485",20200113
53,德國,呆萌特務,2019/12/06,木棉花國際股份有限公司,Telepool GmbH,4,186,257.69%,"40,035","7,496","1,665,330",20200113
54,美國,去年聖誕節,2019/12/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,119,-75.05%,"28,735","94,280","22,247,110",20200113
55,日本,人間失格：太宰治與他的3個女人,2019/12/06,車庫娛樂股份有限公司,"ASMIK ACE, INC.",2,23,-68.92%,"5,745","9,388","2,164,123",20200113
56,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,85,"12,885",-23.87%,"3,043,863","796,871","187,795,943",20200113
57,英國,哈利路亞！,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,1,54,"5,300.00%","34,640",190,"119,640",20200113
58,丹麥,懸案密碼前傳-瓶中信,2019/11/29,峻龍國際有限公司,"MultiVisionnaire , Inc",1,94,123.81%,"14,440","5,341","1,155,439",20200113
59,美國,布魯克林孤兒,2019/11/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,74,0.00%,"5,740","20,702","4,655,174",20200113
60,馬來西亞,夕霧花園,2019/11/29,香港商甲上娛樂有限公司台灣分公司,"CJ ENM CO.,LTD",1,13,-64.86%,"2,840","17,500","3,953,125",20200113
61,美國,鋒迴路轉,2019/11/28,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,15,953,-45.85%,"219,849","165,326","38,391,389",20200113
62,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",34,"2,080",-49.73%,"562,598","313,082","77,077,338",20200113
63,南韓,82年生的金智英,2019/11/22,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",14,883,-43.36%,"202,202","138,248","32,441,196",20200113
64,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",84,"14,879",14.06%,"3,493,780","1,435,370","340,061,097",20200113
65,日本,HELLO WORLD,2019/11/15,車庫娛樂股份有限公司,"TOHO CO., LTD.",2,54,-56.10%,"12,230","34,927","8,228,096",20200113
66,日本,為美好的世界獻上祝福！紅傳說,2019/11/15,向洋影業有限公司,株式会社KADOKAWA,1,52,20.93%,"12,010","42,170","10,598,241",20200113
67,香港,催眠 . 裁決,2019/11/15,香港商甲上娛樂有限公司台灣分公司,大河影業揚州有限公司##完美威秀娛樂（香港）有限公司##美亞電影製作有限公司##星門娛樂有限公司##耳東影業(北京)有限公司##北京太平盛世文化傳播股份有限公司##北京盛世影隆文化傳播有限公司##北京潤德澤鑫投資基金管理有限公司 ##中映華夏（北京）文化傳媒有限公司,2,74,15.63%,"11,440","12,121","2,777,384",20200113
68,日本,那一夜,2019/11/13,天馬行空數位有限公司,NIKKATSU CORPORATION,11,184,-76.65%,"39,057","3,132","693,685",20200113
69,美國,安眠醫生,2019/11/08,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,7,792,111.20%,"55,220","123,758","29,476,189",20200113
70,義大利,黑金叛徒,2019/11/08,可樂藝術文創股份有限公司,The Match Factory GmbH,1,72,111.76%,"10,960",842,"171,107",20200113
71,美國,拍厲得,2019/11/08,車庫娛樂股份有限公司,WEINSTEIN GLOBAL FILM CORP.,1,32,-42.86%,"4,720","3,768","827,182",20200113
72,中華民國,重甲機神：神降臨,2019/11/08,威視股份有限公司,乾坤一擊創意股份有限公司,1,15,150.00%,"3,520","7,173","1,669,929",20200113
73,美國,決戰中途島,2019/11/08,台北双喜電影發行股份有限公司,"BONA FILM INVESTMENT COMPANY (PACIFIC RIM, USA)",1,6,-82.86%,"1,280","313,646","72,440,246",20200113
74,美國,魔鬼終結者：黑暗宿命,2019/11/07,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,472,0.00%,"50,140","374,213","87,665,469",20200113
75,美國,阿達一族,2019/11/01,高雄市電影館,Park Circus Limited,6,684,0.00%,"74,425","87,860","20,104,140",20200113
76,中華民國,陽光普照,2019/11/01,本地風光電影股份有限公司,本地風光電影股份有限公司##華文創股份有限公司##捌捌玖電影股份有限公司##鏡文學股份有限公司##聯聯看娛樂文化有限公司,2,128,-59.87%,"29,175","110,379","26,155,452",20200113
77,中華民國,傻傻愛你，傻傻愛我,2019/11/01,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,2,86,186.67%,"13,320","42,172","9,458,707",20200113
78,美國,金翅雀,2019/10/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,80,-8.05%,"11,680","17,155","3,615,893",20200113
79,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,2,222,39.62%,"11,470","56,961","12,947,161",20200113
80,日本,失憶的總理大臣,2019/10/25,傳影互動股份有限公司,PONY CANYON INC,2,55,-51.75%,"7,960","7,860","1,723,257",20200113
81,法國,狙擊獵殺: 救援行動,2019/10/25,亮點國際影業有限公司,Playtime,1,40,-33.33%,"5,880","4,113","874,082",20200113
82,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,10,"2,041",73.41%,"159,800","549,670","132,568,911",20200113
83,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,2,95,-71.39%,"19,625","28,254","6,185,996",20200113
84,日本,七個會議,2019/10/18,鴻聯國際開發股份有限公司,"Tokyo Broadcasting System Television, Inc.",1,62,121.43%,"9,500","5,131","1,123,322",20200113
85,南韓,加油吧 ! 李先生,2019/10/18,車庫娛樂股份有限公司,CONTENTS PANDA,1,14,-75.00%,"2,100","3,236","722,787",20200113
86,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",7,"2,066",37.83%,"136,770","585,079","137,388,291",20200113
87,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,3,440,19.57%,"27,590","42,395","9,213,368",20200113
88,南韓,電影版 壞傢伙們,2019/10/09,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,101,-3.81%,"8,200","29,108","6,512,053",20200113
89,美國,藍波:最後一滴血,2019/10/09,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",1,52,-71.11%,"2,860","126,828","27,761,326",20200113
90,日本,海獸之子,2019/10/09,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,1,15,-6.25%,"1,950","37,446","8,693,576",20200113
91,澳洲,108悍將,2019/10/04,台北双喜電影發行股份有限公司,Media Film International,1,172,-50.72%,"18,450","27,435","5,680,240",20200113
92,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,9,"1,666",-24.20%,"131,020","1,387,975","331,132,905",20200113
93,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,6,582,107.12%,"50,615","11,053","2,352,711",20200113
94,英國,無間行動,2019/09/27,星泰國際娛樂股份有限公司,Batrax Entertainment,2,287,-53.41%,"15,510","35,999","7,803,592",20200113
95,美國,瞞天機密,2019/09/27,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,1,130,-42.73%,"10,220","18,194","4,037,521",20200113
96,日本,信用詐欺師JP,2019/09/27,傳影互動股份有限公司,PONY CANYON INC,1,30,0.00%,"4,800","15,438","3,540,167",20200113
97,美國,校外打怪教學,2019/09/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,PROTAGONIST PICTURES LIMITED,1,19,-81.37%,"1,710","21,345","4,586,685",20200113
98,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,10,"2,313",-9.51%,"191,735","1,118,136","260,250,470",20200113
99,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,62,416.67%,"28,065","685,819","164,887,670",20200113
100,美國,全面攻佔3: 天使救援,2019/08/21,海樂影業股份有限公司,"NU IMAGE,INC.",1,66,-44.07%,"3,630","637,153","147,436,187",20200113
101,日本,航海王：奪寶爭霸戰,2019/08/21,台北双喜電影發行股份有限公司,TOEI Animation Enterprises Limited,1,4,300.00%,"1,523","224,082","54,058,896",20200113
102,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,1,284,40.59%,"120,479","76,212","21,138,480",20200113
103,美國,仙戒奇緣,2019/08/16,可樂藝術文創股份有限公司,Gold Valley Films Inc.,1,18,-71.43%,"1,500","6,070","1,337,215",20200113
104,美國,憤怒鳥玩電影2：冰的啦！,2019/08/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,24,-61.29%,"1,800","88,879","19,638,431",20200113
105,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",3,139,117.19%,"33,345","157,339","37,529,612",20200113
106,美國,獅子王,2019/07/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",3,364,4.00%,"35,500","1,320,189","314,931,182",20200113
107,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,6,489,164.32%,"113,415","627,431","146,268,863",20200113
108,加拿大,金錢性騙局,2019/06/21,佳映娛樂國際股份有限公司,Seville International,1,4,0.00%,640,"1,987","294,148",20200113
109,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,16,"1,600.00%","2,040",578,"82,725",20200113
110,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,189","147,889",20200113
111,日本,當愛沉睡時,2018/10/01,車庫娛樂股份有限公司,(韓國)M-LINE DISTRIBUTION,2,3,-75.00%,600,145,"26,655",20200113
112,日本,夏日大作戰,2018/08/10,傳影互動股份有限公司,STUDIO CHIZU LLP,5,"3,693",0.00%,"1,678,475","4,409","1,835,681",20200113
113,法國,醫生敲愛錢,2018/06/22,聯影企業股份有限公司,TF1 DROITS AUDIOVISUELS,1,4,0.00%,490,"1,208","242,690",20200113
114,美國,穆荷蘭大道,2017/09/29,東昊影業有限公司,(法國)STUDIOCANAL S.A.S,1,4,-71.43%,800,"7,836","1,678,300",20200113
115,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,5,59,0.00%,"39,920","1,321","918,760",20200113
116,義大利,新天堂樂園,2016/04/08,香港商甲上娛樂有限公司台灣分公司,CRISTAL DI FILM,2,17,183.33%,"3,300",857,"151,830",20200113
117,南韓,大叔,2010/01/01,車庫娛樂股份有限公司,OPUS PICTURES,2,9,-55.00%,"1,870",48,"10,045",20200113
118,義大利,海上鋼琴師,1998/01/01,海鵬影業有限公司,True Colours Glorious Films Srl,15,"2,370",-26.60%,"532,859","15,517","3,521,396",20200113
119,美國,教父II,1974/01/01,捷傑有限公司,United International Pictures,2,59,-28.92%,"12,910","3,855","1,016,334",20200113
120,美國,教父I,1972/01/01,捷傑有限公司,United International Pictures,2,77,-15.38%,"17,120","5,177","1,344,282",20200113
1,美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,88,"18,428",7.23%,"4,255,613","35,614","8,189,288",20200120
2,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,"5,268",-13.50%,"1,263,118","11,358","2,693,423",20200120
3,南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,38,"1,891",-36.46%,"422,977","4,867","1,087,865",20200120
4,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,13,"1,474",-17.70%,"325,135","3,398","744,699",20200120
5,瑞典,然後我們跳了舞,2020/01/17,海鵬影業有限公司,TOTEM FILMS SAS,10,792,-1.74%,"169,640","1,598","336,550",20200120
6,美國,姊魅,2020/01/17,暗光鳥有限公司,RAVEN BANNER ENTERTAINMENT INC.,4,160,-14.44%,"34,810",347,"76,448",20200120
7,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,101,"182,000",0.65%,"43,755,249","362,821","86,534,259",20200120
8,中華民國,台北物語2-獲利者,2020/01/16,丰采公關行銷有限公司,丰采公關行銷有限公司##健友國際企業有限公司,15,237,-76.42%,"52,315","1,242","285,385",20200120
9,加拿大,哥哥戀愛了，我怎麼辦!?,2020/01/15,亮點國際影業有限公司,Seville Pictures Inc,7,135,-67.55%,"27,485",551,"115,865",20200120
10,中華民國,柯俊雄的電影人生,2020/01/15,駿繕企業有限公司,駿繕企業有限公司,9,62,-44.64%,"12,880",174,"35,752",20200120
11,美國,重磅腥聞,2020/01/10,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,67,"5,144",-76.46%,"1,225,085","47,907","11,152,797",20200120
12,日本,魯邦三世 THE FIRST,2020/01/10,向洋影業有限公司,株式会社トムス・エンタテインメント,69,"2,411",-58.43%,"535,180","13,144","2,940,653",20200120
